ProbeName	p-value
A_32_P205913	0.8239718772922631
A_23_P337767	0.24443061260050278
A_32_P59010	0.22854249091868203
A_23_P427299	0.3397970888516828
A_23_P17655	0.1958824682037229
A_23_P164100	0.930166853545004
A_23_P31725	0.955288485308854
A_23_P39454	0.8815800290355534
A_23_P67332	0.20797364741316082
A_23_P205646	0.7152768697268506
A_24_P157415	0.4587502011275938
A_23_P418493	0.9160538469477234
A_24_P3415	0.40002856541891385
A_32_P136269	0.6754849274001772
A_23_P39040	0.6742912672278745
A_24_P295620	0.5433826366992213
A_24_P410639	0.7033180514359879
A_23_P124384	0.3898687002541713
A_23_P125771	0.8800020850131421
A_23_P93722	0.35093030898046784
A_23_P127288	0.2897354292856136
A_23_P132294	0.6169632759108432
A_24_P710866	0.3766154935608881
A_23_P313640	0.6593842141573403
A_24_P100368	0.9458038715315963
A_32_P105397	0.5131955883260069
A_24_P121271	0.4223144349266136
A_23_P163099	0.5982870304150368
A_24_P324783	0.39903552941012277
A_23_P8625	0.3365322623670006
A_24_P124550	0.2915752769395497
A_23_P92842	0.9062152874168371
A_23_P7033	0.9445808114441818
A_23_P130865	0.717378135175943
A_23_P33809	0.5144281770570858
A_23_P367071	0.3428789259703262
A_32_P66674	0.40518877479373316
A_24_P214552	0.22215657012075093
A_23_P95050	0.5526902110856187
A_23_P99452	0.6178261345095309
A_23_P98900	0.7510682884994677
A_23_P107211	0.4350562330046558
A_32_P175715	0.8765707700838463
A_23_P348138	0.07815169659337129
A_24_P489105	0.03819494045422097
A_23_P355075	0.8369112943047834
A_32_P93584	0.48617136085816703
A_24_P28657	0.38306476939840006
A_23_P99044	0.4231332704252815
A_23_P28834	0.28572969488370087
A_23_P251868	0.438673059180095
A_23_P202156	0.4526542939239394
A_24_P289954	0.31523692812992593
A_23_P33927	0.16578786333261045
A_23_P56798	0.7903904442964884
A_23_P327307	0.5399212433854
A_23_P170337	0.9628581019049547
A_23_P416766	0.8533660860774106
A_23_P363831	0.5580012340833278
A_24_P144625	0.5417728442824832
A_24_P913828	0.8014740193374406
A_23_P329286	0.5070502385896754
A_23_P18913	0.2350946140922953
A_23_P420218	0.8916788274798728
A_23_P92025	0.5137459649699221
A_32_P204795	0.7085567446788648
A_23_P156996	0.9339560008930112
A_32_P89827	0.1676733704944283
A_23_P201538	0.6295938083608641
A_23_P55518	0.7200277758455795
A_23_P219176	0.73204644197133
A_24_P263937	0.730473751747349
A_24_P236956	0.36365402372847333
A_24_P33048	0.6916485343093677
A_24_P304419	0.8211588714416094
A_23_P65930	0.5262167793892754
A_23_P74653	0.586877364604254
A_23_P214059	0.917954009944041
A_23_P321959	0.6059875532793377
A_23_P127322	0.9985262047093628
A_23_P31006	0.6259241597751191
A_23_P157669	0.8499823255683446
A_24_P29703	0.31433777542656677
A_23_P122052	0.43915664663139853
A_23_P77971	0.4969342268197561
A_24_P257022	0.6225356912863007
A_23_P61919	0.28749810453328567
A_23_P134454	0.9242100442695957
A_23_P43765	0.47122557887342986
A_24_P100627	0.8739365726877121
A_23_P16817	0.8212684958933764
A_23_P125423	0.22948437919171016
A_23_P257763	0.6017751630079691
A_23_P163787	0.22310291300361554
A_23_P110433	0.8453170926547986
A_23_P145016	0.7748058891535448
A_23_P94563	0.41915741948061735
A_23_P53724	0.4331913915785338
A_23_P166848	0.5658425483362022
A_32_P64286	0.5377162195053197
A_32_P112881	0.9901988228666534
A_23_P96008	0.7798144189923742
A_32_P137632	0.7216995435547213
A_23_P97123	0.6778403531279293
A_23_P69513	0.47453423267805184
A_24_P925709	0.7530702273781296
A_24_P226755	0.11557490051652033
A_23_P83175	0.40855546625147565
A_24_P322426	0.1665899952821833
A_23_P398947	0.8842570807968799
A_23_P67661	0.45533117342925244
A_24_P23951	0.1910625073237763
A_23_P149998	0.3550218955245471
A_23_P40433	0.9418380961053366
A_23_P11507	0.5122536654742725
A_23_P53397	0.44464541332358853
A_23_P345799	0.39068210964592354
A_23_P25097	0.736988668336853
A_24_P354451	0.7360075771763797
A_23_P155828	0.8903369134929079
A_23_P106773	0.13121947762246208
A_23_P385835	0.289346642425447
A_23_P76799	0.7192562788008691
A_23_P52109	0.21915217828515562
A_23_P204721	0.24781228535025515
A_23_P255076	0.2175544896397347
A_24_P921477	0.5656043514034971
A_24_P216014	0.329134931403118
A_23_P7201	0.6822931418259321
A_23_P105900	0.8760928223717304
A_24_P59506	0.41044334220542034
A_23_P402287	0.3153381269814894
A_24_P583225	0.8535426831988611
A_23_P314726	0.7118760403403405
A_24_P241815	0.1856440084892531
A_23_P37623	0.7106169252434897
A_24_P932451	0.8054130367300882
A_23_P315451	0.5007241405501491
A_23_P358944	0.5600332948852176
A_23_P68436	0.5516564122533377
A_23_P333683	0.329297348128585
A_23_P109001	0.4144293969122854
A_23_P30983	0.39157578205431975
A_24_P196307	0.34074698589632624
A_23_P137434	0.8899487688152397
A_23_P160406	0.4163697362066442
A_32_P118568	0.1169224754732713
A_23_P373584	0.16867099001365232
A_23_P139123	0.2957205060793116
A_23_P106080	0.14917812159352903
A_23_P109235	0.5704832830748346
A_32_P171793	0.12066523913733582
A_23_P109269	0.17203831268574726
A_24_P147461	0.9824690000382431
A_24_P284584	0.8206702275269295
A_23_P352799	0.8742863295666263
A_23_P62255	0.17918402851917753
A_24_P936875	0.34941519371954854
A_23_P366426	0.14634272202049928
A_23_P120845	0.28411960195816366
A_24_P289106	0.11044508836614497
A_23_P64051	0.9707608530738359
A_24_P108401	0.5124231035444904
A_23_P105144	0.7859737536188065
A_23_P63696	0.7125942086416938
A_24_P63563	0.9217274496346018
A_23_P65733	0.25019410647833856
A_23_P161998	0.7975490842226091
A_23_P27256	0.9153897395642846
A_23_P17739	0.8805355996726046
A_23_P395609	0.6483597674139616
A_23_P22854	0.4965231473603221
A_24_P100613	0.14990748572386933
A_24_P710270	0.7260737025314545
A_24_P307993	0.13852652029396795
A_23_P44363	0.1640684117777117
A_23_P774	0.9722970996409117
A_23_P97296	0.8373349932278632
A_23_P109774	0.4219939570277329
A_24_P383267	0.316461316533381
A_23_P313560	0.8636836867477642
A_23_P64854	0.32584380579937244
A_24_P378987	0.13951123875764357
A_32_P30693	0.3605110263377773
A_32_P198325	0.2612170698739016
A_24_P173790	0.3436534902787667
A_23_P77043	0.26099116229931596
A_23_P169619	0.562509107382385
A_23_P322076	0.391045949765068
A_23_P330895	0.5790665836489232
A_23_P121253	0.3173126617067829
A_23_P16609	0.8617252103915478
A_23_P103661	0.8312380382335165
A_23_P123608	0.6401251184071484
A_24_P935054	0.34794672766556534
A_23_P425332	0.5516737373968528
A_23_P87041	0.3854915800947726
A_23_P36962	0.9759682698719924
A_23_P17490	0.5961378571214142
A_24_P7232	0.026608753222811365
A_23_P94494	0.46396443032564716
A_24_P290188	0.4089431981425752
A_23_P367420	0.060265117237768485
A_23_P81219	0.7166361931591112
A_23_P304311	0.11871704322707483
A_24_P342279	0.17741361656382543
A_23_P124823	0.6965993201977028
A_23_P123454	0.8165516560138526
A_23_P205428	0.10267873790688181
A_23_P134225	0.6956376992024554
A_23_P430068	0.9236953623106787
A_24_P337239	0.4381758524177255
A_24_P396167	0.5592445202985197
A_23_P14482	0.713000743888103
A_23_P58321	0.9610773986672776
A_24_P326511	0.33915360115214743
A_24_P41706	0.2700320324230834
A_23_P348194	0.3163207438739581
A_23_P164912	0.25218275148260627
A_23_P87603	0.7600074351169652
A_23_P50735	0.7439553487659643
A_32_P69492	0.8272613127917916
A_24_P378368	0.8228924926407742
A_24_P59111	0.2782516967652387
A_32_P95960	0.23540458741593537
A_23_P327499	0.8395718828045681
A_23_P150281	0.26770657075658444
A_24_P134683	0.9637630372699433
A_23_P129225	0.08772861832975576
A_23_P408996	0.6820246279290043
A_23_P160862	0.6640177582319347
A_23_P502654	0.46851367794853105
A_24_P810697	0.19043747878567524
A_23_P73297	0.210867964030736
A_23_P83351	0.2997185212504215
A_24_P107941	0.634482500757451
A_23_P206454	0.8213147403832263
A_23_P91262	0.3282318929040342
A_23_P330419	0.6892150434429766
A_23_P163227	0.3991658322983268
A_23_P152038	0.3625200262101116
A_23_P110253	0.7652629562170861
A_23_P65717	0.6592647622147316
A_23_P501319	0.7488680262707386
A_24_P317637	0.3792252504058261
A_23_P163380	0.15682918595850148
A_24_P117845	0.2924057502156
A_32_P193822	0.5658251098815947
A_23_P318039	0.451826180069536
A_23_P218375	0.7280754320365488
A_23_P253464	0.6948624177459023
A_24_P192556	0.04630350075620309
A_24_P88565	0.37474384557927154
A_23_P210001	0.05115325809978617
A_23_P328836	0.815894427570321
A_24_P184844	0.12090355425050028
A_23_P24457	0.13977199217637973
A_23_P78958	0.6489517594525955
A_23_P122782	0.6557026020502025
A_23_P319013	0.9763691896352248
A_23_P84736	0.2108033805317621
A_23_P90497	0.39201582195230655
A_23_P6303	0.7485240510401759
A_23_P398491	0.9184810985507069
A_24_P691775	0.4476723760677608
A_23_P154522	0.9895842329913457
A_32_P93419	0.2866821970816757
A_23_P211619	0.1547433276385812
A_24_P233915	0.6259276441546784
A_23_P126248	0.6744614720350212
A_23_P351903	0.8827358959880204
A_32_P167511	0.946542613860256
A_32_P73217	0.6993216629352355
A_23_P93046	0.6257404119091603
A_23_P53623	0.27218544206043443
A_23_P375147	0.4768002365993048
A_23_P333228	0.17915664626290734
A_23_P256641	0.6645730067994409
A_23_P32125	0.27330501130054435
A_24_P153568	0.9214979190269315
A_23_P88971	0.7734091693133504
A_24_P372833	0.13438714547112135
A_23_P352469	0.3622527322925283
A_23_P50807	0.32782608825461623
A_23_P58046	0.4002495103978255
A_23_P203103	0.30769835587053773
A_32_P181222	0.19545240296750507
A_24_P278156	0.6706912984480748
A_23_P35484	0.545305284325015
A_23_P381489	0.25818737138309894
A_23_P55448	0.3708238806774353
A_32_P38989	0.05436260855775822
A_24_P414803	0.39148638437233085
A_24_P944437	0.45482076837736496
A_32_P83776	0.44488091551214337
A_24_P918808	0.3073871821688907
A_24_P65507	0.3588883856333944
A_24_P16036	0.7107000383089754
A_24_P135427	0.8390212901502319
A_23_P336513	0.3201767495024857
A_23_P103631	0.6763573765638934
A_23_P57733	0.35122631603700205
A_23_P359245	0.6828727990086308
A_24_P555473	0.335985492585928
A_24_P136522	0.5074617358902502
A_23_P7087	0.6060953989963844
A_23_P57036	0.4329502081476466
A_23_P35597	0.4052488765079938
A_23_P377267	0.9852291211648943
A_23_P71908	0.8362560029075793
A_23_P138435	0.510692721789416
A_32_P26103	0.4545826102744831
A_24_P598406	0.07405799086564716
A_32_P528967	0.4262428548373569
A_23_P340822	0.4873412398594268
A_24_P372012	0.07674539109069317
A_23_P214882	0.32451965248931425
A_23_P201160	0.2533633800335109
A_24_P933400	0.8264325688858072
A_23_P366936	0.6188410528770694
A_24_P51184	0.6023177705141944
A_24_P127748	0.4341099263705477
A_23_P121657	0.9579428327608142
A_23_P24294	0.23418890748320892
A_23_P397978	0.022171586849649632
A_24_P280274	0.35600418434032677
A_23_P202334	0.9615989123426034
A_23_P383601	0.6824790709884683
A_24_P938572	0.2725979906548427
A_24_P388190	0.3566929439435187
A_24_P318073	0.5011392744672829
A_23_P103720	0.8021023145729064
A_24_P926783	0.7596271008930859
A_23_P74526	0.653475708040341
A_23_P200707	0.5350684736606266
A_23_P93613	0.9907297394247655
A_24_P238131	0.3737958481982233
A_32_P211708	0.7631682079834619
A_23_P86943	0.7283629546852516
A_23_P16683	0.9413789883612887
A_23_P203173	0.27756028082912193
A_23_P29924	0.8180249121367356
A_24_P310756	0.957517259285968
A_24_P57170	0.8993851303723475
A_24_P409857	0.7419960582523855
A_23_P139825	0.9818963745729661
A_32_P542928	0.9875776964205378
A_32_P226907	0.9561497177161323
A_23_P7397	0.1963760332450751
A_23_P40952	0.37959122885777974
A_24_P165259	0.746012881973821
A_23_P319232	0.25737513021009867
A_23_P150407	0.48378085807241034
A_23_P404059	0.2766925182678843
A_32_P216635	0.40307429096791936
A_23_P159893	0.7704810217701131
A_23_P126313	0.3614329659243666
A_24_P186030	0.658266489963556
A_23_P407684	0.984560056182394
A_23_P212500	0.04102460041795883
A_24_P23522	0.3251139711897225
A_23_P148798	0.785310435723971
A_23_P211047	0.7212030009537587
A_23_P42112	0.3413507562746423
A_23_P164638	0.31350037811351933
A_24_P60268	0.4849407363468389
A_24_P354748	0.4738549566748995
A_23_P214821	0.7996745681178953
A_24_P216087	0.7098234930981695
A_23_P159622	0.362504599630861
A_24_P251950	0.5163028936527518
A_23_P39718	0.9723094475631656
A_23_P57910	0.18971536380328832
A_23_P87664	0.6396093338647326
A_23_P385084	0.8002083537713468
A_23_P24004	0.5090579792167744
A_24_P111009	0.8816141271486442
A_23_P214578	0.7107174787590547
A_24_P286598	0.32230928282849597
A_23_P416011	0.32219540460975277
A_23_P105562	0.022964368333577324
A_32_P221256	0.6468772788840473
A_24_P208909	0.22617422141145335
A_23_P401718	0.6338569455123721
A_23_P211056	0.9576182251705735
A_32_P171143	0.9974114460544089
A_23_P66311	0.9708916397398049
A_32_P120726	0.6879297939799914
A_24_P666035	0.525893056004054
A_24_P125434	0.9682042110464173
A_23_P141044	0.5061567188172148
A_24_P161959	0.49657162241905795
A_23_P12755	0.8533180713720347
A_23_P430930	0.5319734778579677
A_24_P942017	0.9531129646741134
A_23_P128609	0.3559430861051205
A_23_P434919	0.10210489766418668
A_23_P59470	0.6137781842566721
A_24_P153713	0.7840399591418381
A_23_P48807	0.9949648000394615
A_24_P387609	0.7547268767170964
A_23_P95802	0.5489630820559761
A_23_P150467	0.5725482292506914
A_32_P386636	0.49653650380842773
A_23_P108265	0.30735333320373986
A_24_P15965	0.7889748852596046
A_24_P916073	0.703554830684703
A_24_P418637	0.7929723417171989
A_24_P200583	0.8073180778336175
A_32_P133767	0.8251738917109064
A_32_P60223	0.7135489007593091
A_23_P137715	0.6417380238898529
A_24_P349264	0.3720988358213897
A_24_P912925	0.4897093899713443
A_24_P142269	0.34448994643005093
A_24_P467073	0.2610588934160842
A_23_P210869	0.8844226239585569
A_23_P218918	0.8199246417372703
A_32_P29408	0.31497678408555824
A_23_P136777	0.44853506080261807
A_23_P380928	0.2682222957878392
A_24_P62783	0.30832551617257703
A_23_P13899	0.9489405162804987
A_24_P34066	0.47478911318500794
A_32_P41574	0.23475937850027467
A_23_P90752	0.23111406890827954
A_24_P942354	0.1907960277163566
A_24_P201879	0.2985433603683108
A_23_P130418	0.9992219813174471
A_23_P391164	0.3181347197905652
A_23_P28153	0.7250458723529789
A_23_P30547	0.26952875654819164
A_32_P151594	0.9950322416260258
A_23_P211899	0.8859057015902498
A_23_P147383	0.8436838887653788
A_23_P110492	0.9537439095586053
A_23_P214766	0.9530766713894835
A_32_P103131	0.4573775770260241
A_23_P119634	0.18863874201724956
A_23_P107116	0.291548762445466
A_32_P200490	0.58087403037196
A_23_P53198	0.15527588419993474
A_32_P47874	0.6471816613958976
A_32_P186741	0.4186678310377403
A_23_P93602	0.60516150320905
A_24_P273510	0.4676196005789648
A_23_P411903	0.42460299099123444
A_23_P203267	0.8040421647392281
A_23_P27472	0.8682850411150863
A_23_P60069	0.9312095995831281
A_23_P41948	0.48630286120136457
A_23_P75470	0.6963737990509411
A_23_P216920	0.3464632632511815
A_32_P223777	0.5099375161783828
A_32_P205241	0.3995599885306348
A_32_P804837	0.8297256616340034
A_23_P99172	0.9920544009449994
A_23_P64217	0.8515250092917974
A_23_P206441	0.8874910526925253
A_24_P113636	0.5047054630849848
A_23_P255837	0.45672907817010133
A_24_P73730	0.8282157284494692
A_23_P48997	0.21911208607447846
A_23_P256773	0.5215993201836152
A_24_P342312	0.4600662492941753
A_24_P46484	0.848381703595301
A_24_P42527	0.9232883698583143
A_24_P387869	0.6111009053134
A_32_P90009	0.36841498678090334
A_32_P12820	0.8107075086816962
A_23_P148969	0.6242689265763799
A_23_P355385	0.6013336927144821
A_23_P133315	0.9671720998050765
A_24_P404840	0.4445091793163112
A_24_P5653	0.3254017581123134
A_23_P142125	0.3555223159628712
A_23_P119023	0.9437550780742637
A_23_P21346	0.5738197536798655
A_23_P118313	0.712667758289925
A_23_P51085	0.3270231233370833
A_23_P69784	0.33482609547848396
A_23_P211748	0.7205102434702797
A_23_P23303	0.6456559279916635
A_23_P251151	0.35712934451266143
A_23_P82738	0.7830691452237277
A_23_P43095	0.6351468339383683
A_23_P323227	0.2796741726851831
A_23_P207905	0.44818370272391117
A_23_P118791	0.8710801642045078
A_23_P252748	0.9463993234060235
A_32_P97253	0.32570584344448594
A_23_P17438	0.037912373027928374
A_23_P130333	0.1976374023134267
A_23_P149812	0.3787091374023178
A_23_P171258	0.8901501332048832
A_23_P26476	0.7987983991364711
A_23_P159764	0.6752871881544857
A_23_P406330	0.5047219611737516
A_23_P97442	0.79922563354336
A_23_P142335	0.5401183730974938
A_24_P81841	0.9076586887660618
A_23_P413051	0.24103735249911734
A_23_P89587	0.36914732802845773
A_23_P39647	0.2596874061937283
A_23_P390576	0.8398899414538002
A_23_P31041	0.9050390681751477
A_23_P309837	0.3583999437822858
A_23_P157879	0.5362177907630405
A_32_P227845	0.4714093687321915
A_24_P307195	0.3475661518015444
A_23_P69738	0.6418445241227233
A_23_P100315	0.5241121125902382
A_23_P399251	0.9721045587517458
A_23_P254801	0.8174760605450196
A_24_P343695	0.49838740580239727
A_23_P306507	0.9967904580938145
A_24_P347310	0.21652862644711698
A_23_P51419	0.5232587294231483
A_23_P92569	0.548725232390094
A_24_P128563	0.654602141362131
A_23_P84070	0.9832355086538377
A_32_P82845	0.2029440175426147
A_23_P501276	0.7108984221111598
A_23_P385246	0.987340834000353
A_23_P115785	0.6801742876385131
A_24_P77904	0.5308091519030324
A_23_P250347	0.9625100502260304
A_23_P111657	0.321944307370651
A_23_P502170	0.9436033191807573
A_23_P44088	0.47470405859724885
A_23_P147900	0.9191694443332692
A_24_P391625	0.5009640003476006
A_23_P28246	0.8693052928875887
A_23_P6589	0.626453305935541
A_23_P123096	0.337177543346313
A_23_P146908	0.881076283437892
A_24_P56363	0.6133124186041113
A_32_P229746	0.8036337377026732
A_24_P606239	0.24414105288056054
A_23_P99920	0.3093090094055191
A_23_P151133	0.4044408387402202
A_23_P213199	0.7470715299397581
A_23_P423348	0.33680142962385573
A_23_P24870	0.977974820158276
A_23_P59960	0.3198042371839549
A_23_P26674	0.7284293726308466
A_24_P150791	0.28964709616529577
A_23_P162874	0.5425473127365483
A_24_P943352	0.12985932252445928
A_24_P343377	0.8380284292540479
A_23_P7313	0.5643668709371386
A_24_P239234	0.16507836726776057
A_23_P133284	0.6056430124341116
A_32_P27535	0.9451121123060902
A_23_P323166	0.9079564943146309
A_23_P4387	0.2440016959342974
A_24_P374154	0.9812537973922959
A_23_P50376	0.6143937707973719
A_23_P82402	0.33262444696834026
A_23_P418597	0.30013824392881455
A_23_P501754	0.42593797361480334
A_23_P218892	0.7982124555804591
A_23_P59700	0.3440308624440075
A_23_P56339	0.9279842181060468
A_24_P397107	0.6056821863686419
A_23_P326739	0.9435077958859809
A_23_P253524	0.45782956244769724
A_23_P71530	0.15376301052759164
A_24_P276385	0.8786545388011543
A_24_P291973	0.7803154606971575
A_32_P96000	0.11845789920285062
A_24_P367410	0.7364081309420816
A_24_P589266	0.6069854620976098
A_24_P349117	0.25158521847533893
A_32_P170481	0.30901534264915254
A_23_P379159	0.8382634636290917
A_23_P116259	0.7212781830017723
A_24_P115762	0.9799359823506407
A_23_P167212	0.40617224642271765
A_23_P86315	0.2896417039585647
A_23_P167081	0.8376769708128924
A_24_P407717	0.4264480215688917
A_23_P156390	0.22285551624872021
A_23_P117767	0.6898015476585526
A_32_P198445	0.37486821396022185
A_23_P213255	0.703291316846677
A_23_P63999	0.8575376758448177
A_32_P201564	0.5788658209761024
A_24_P605612	0.8076000988496647
A_24_P144527	0.9806376716531895
A_23_P112512	0.803217524719884
A_24_P459963	0.18891200278814768
A_24_P762669	0.7966822149927573
A_24_P320033	0.3862416821176238
A_23_P10385	0.6975772141583285
A_23_P90172	0.41824994819874395
A_24_P193624	0.6587765718332304
A_23_P18078	0.19319365450473525
A_23_P11070	0.19260384141838047
A_23_P131375	0.6809980140700921
A_23_P167276	0.5238737650467931
A_24_P408321	0.3237221349693338
A_23_P173	0.9985341008176292
A_23_P104798	0.502967090834565
A_23_P44919	0.2994313569491868
A_24_P943613	0.7367129177468849
A_23_P434548	0.624557879309802
A_23_P6381	0.20861793955068061
A_24_P356218	0.9468473670409995
A_32_P39882	0.318542352408623
A_23_P148568	0.25981622617801264
A_23_P218584	0.9036071049914389
A_23_P124108	0.9728935228657904
A_24_P914000	0.8795803758994086
A_23_P25974	0.7459985088989536
A_23_P10885	0.8193920138533402
A_23_P35045	0.32274624861361106
A_23_P86470	0.09539686745716783
A_23_P54953	0.9545455811689812
A_24_P923723	0.2835132222709535
A_32_P3131	0.6061259603267345
A_24_P78862	0.47178587262742144
A_32_P195291	0.8712048770774721
A_23_P29994	0.7351608245581116
A_24_P944063	0.14913771471451603
A_32_P503113	0.270206783419504
A_24_P664995	0.6139092065231154
A_24_P289299	0.3960112453450023
A_24_P416301	0.7593660695154869
A_23_P154411	0.8434383723166146
A_23_P214638	0.8487499049600122
A_24_P248167	0.20273106976722827
A_24_P377775	0.4697385401000962
A_24_P18630	0.6550524968314066
A_24_P418044	0.3673623276695066
A_23_P28075	0.3332056849988816
A_24_P687326	0.17269155376584464
A_32_P126229	0.8499113076292858
A_23_P117286	0.40966403342442126
A_23_P145957	0.2511215422509323
A_23_P152234	0.20181350288288055
A_23_P9255	0.7248954842490543
A_32_P85539	0.4333254323947566
A_24_P109721	0.15048237149424276
A_32_P44274	0.6475994573950468
A_23_P386356	0.9822979089502337
A_24_P152635	0.6702113921679046
A_23_P20578	0.8873872745087048
A_23_P71790	0.7246308475458931
A_24_P191047	0.7924144317377655
A_23_P104188	0.9982520180811112
A_23_P325654	0.703982259772084
A_23_P205027	0.9996994721230581
A_23_P217009	0.6472346356578816
A_24_P935276	0.858612776459032
A_24_P637651	0.8622077082444632
A_23_P207400	0.37988671652760886
A_24_P185314	0.9834915332035467
A_24_P323628	0.9591367017856592
A_23_P132526	0.9537267379338981
A_24_P215407	0.9635689543518791
A_23_P77459	0.6840281760159577
A_23_P389426	0.47797124553482395
A_24_P384969	0.3120383234240263
A_24_P88921	0.25166012914466435
A_24_P312790	0.5040435217328663
A_23_P72668	0.33736357492657965
A_23_P103486	0.9222319425920212
A_24_P114255	0.4410595649454082
A_24_P923757	0.7826422250759068
A_23_P218523	0.23948201091282953
A_23_P29851	0.3026433932045826
A_23_P314202	0.8050321613505611
A_24_P63118	0.996350165619063
A_32_P43711	0.24818654911341306
A_24_P382724	0.7189334476264099
A_23_P114616	0.2284037745516412
A_24_P311856	0.23005084128500275
A_32_P170454	0.7332942341675068
A_24_P803801	0.8855712961782539
A_24_P418250	0.655505492060539
A_32_P92489	0.15827653904307512
A_24_P348892	0.9273228911772252
A_23_P121622	0.3807237432712498
A_24_P126093	0.4630995739718754
A_23_P50907	0.5323757926338969
A_32_P810645	0.34673871786730737
A_24_P936688	0.6035483723796202
A_23_P413761	0.7570363345115904
A_32_P47643	0.2577176062100637
A_23_P51996	0.6532025619778772
A_23_P44956	0.9975834330250529
A_24_P294821	0.31020029308505753
A_23_P146997	0.7290255226568054
A_24_P409230	0.33009153058681784
A_23_P41054	0.6466132839449327
A_24_P941708	0.9631971009199131
A_23_P350617	0.321058713570464
A_23_P136874	0.733769387571874
A_23_P170581	0.5505823567327544
A_23_P132654	0.2505127667643221
